source_id,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radius_gspphot
139345403556352512,2.6122990505554813,0.112147145,23.293497,1.0295869,17.461174,18.777729,16.334082,2.4436474,0.4797
139346301205391232,0.7806596310572064,0.042588,18.330507,0.9812521,15.913354,16.392197,15.275226,1.116971,1.0478
139351249007742336,1.057084618783945,0.038828865,27.224195,1.2366852,15.080252,15.5490675,14.448337,1.1007309,0.9714
139353070073686272,0.6845228604395459,0.028291939,24.194979,1.0332185,14.951137,15.325193,14.402903,0.9222908,1.2794
139356093730645632,0.5773270862349094,0.032722343,17.643208,1.0625917,15.24093,15.635231,14.675719,0.95951176,1.2594
139357158882728576,1.101018664562245,0.047452133,23.202723,0.9653028,15.923313,16.504406,15.206507,1.2978992,0.7375
139357532543698432,1.8969221868529194,0.015883293,119.42877,1.0355482,12.5479765,12.9200945,12.0051365,0.914958,1.5441
139361247691397376,0.7572220931493902,0.0505017,14.993993,0.90285,16.151209,16.628515,15.513745,1.1147699,0.6223
139361591288966784,0.7797759342387817,0.017340155,44.969376,1.0248551,13.435293,13.6892395,13.028165,0.66107464,1.7927
139361934886346112,1.8939377608570789,0.019172676,98.78317,0.9696296,13.942677,14.470046,13.256777,1.2132692,1.1459
139362072325117184,0.5638173275864303,0.029137287,19.350372,0.9599466,14.941627,15.26988,14.447945,0.82193565,1.2627
139368703754782080,0.49263392208405854,0.031759787,15.511249,1.0677829,14.78447,15.161442,14.230234,0.93120766,2.3959
139373445398656256,1.5400297904970697,0.017074456,90.194954,1.0482966,13.251625,13.635924,12.697712,0.9382124,1.3916
139377328049033600,3.7629453888602424,0.080783375,46.58069,0.983495,16.8559,18.160236,15.738796,2.4214401,0.4371
139388391884856832,0.8631440831190816,0.034734096,24.850052,1.0688168,15.305485,15.6966505,14.743838,0.9528122,0.9673
139391209383353088,0.48093215056636884,0.027823001,17.285416,0.94777495,14.35894,14.628706,13.927544,0.70116234,1.5593
